区域,SAMPLE ID,LATITUDE,LONGITUDE,LOC PREC,SR87_SR86,ΔSr,ND143_ND144,PB206_PB204,PB207_PB204,PB208_PB204,7NRHL,8NRHL,Δ7/4,Δ8/4,SIO2,TIO2,AL2O3,FE2O3,FE2O3T,FEO,FEOT,MNO,MGO,CAO,NA2O,K2O,P2O5,HE3_HE4_R_RA,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,YB,LU,BA,NB,PB,RB,SR,TH,U,Y,ZR
SEIR,MELWEST-10-083-017,-45.0512,95.764,0.00001,0.7032,32,0.512986,18.133,15.504,37.92,15.4566172,37.549797,4.73828,37.0203,,,,,,,,,,,,,,,6.22,,,9.49,2.74,,,,,,,,,57,9.33,0.568,4.59,190,0.575,0.186,,
SEIR,DUF0037-007-001,-34.383,78.023,0.001,0.70311,31.1,0.512986,18.388,15.508,38.409,15.4842592,37.858092,2.37408,55.0908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEIR,VEM0033-2-008-006,-49.467,121.033,0.001,0.703212,32.12,0.512988,18.2441,15.4927,38.2809,15.46866044,37.6841169,2.403956,59.67831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEIR,MELWEST-10-098-003,-47.4583,100.961,0.00001,0.70301,30.1,0.512988,18.257,15.512,38.102,15.4700588,37.699713,4.19412,40.2287,,,,,,,,,,,,,,7.33,5.34,,,9.84,3.06,,,,,,,,,37.6,6.81,0.518,3.53,164,0.552,0.162,,
SEIR,MELWEST-10-146-001,-49.5055,117.182,0.00001,0.70318,31.8,0.512991,17.974,15.513,38.027,15.4393816,37.357566,7.36184,66.9434,,,,,,,,,,,,,,6.65,3.97,,,9.31,2.97,,,,,,,,,20.7,3.44,0.605,1.97,135,0.236,0.071,,
SEIR,CHRHYAM-004-043,-34.91,78.67,0.01,0.70312,31.2,0.512991,18.331,15.53,38.215,15.4780804,37.789179,5.19196,42.5821,,,,,,,,,,,,,,,,,,7.7,2.48,,,,,,,,,,,,4.36,114.2,,,,
SEIR,MELWEST-10-115-003,-49.2287,105.868,0.00001,0.70311,31.1,0.512992,18.06,15.495,38.005,15.448704,37.46154,4.6296,54.346,,,,,,,,,,,,,,6.8,4.67,,,10.1,3.27,,,,,,,,,28.1,4.76,0.607,2.44,113,0.376,0.104,,
SEIR,MELWEST-10-075-004,-43.5785,92.677,0.00001,0.70324,32.4,0.512995,17.844,15.478,37.547,15.4252896,37.200396,5.27104,34.6604,,,,,,,,,,,,,,8.37,3.58,,,10.1,3.31,,,,,,,,,21,3.12,0.478,1.19,140,0.134,0.061,,
SEIR,VEM0033-2-010-010,-49.917,115.375,0.001,0.70346,34.6,0.512997,17.772,15.494,37.837,15.4174848,37.113348,7.65152,72.3652,,,,,,,,,,,,,,,,,,7.72,2.55,,,,,,,,,,,,1.08,143,,,,
SEIR,MOA8801-024-018,-49.768,126.167,0.001,0.70305,30.5,0.512997,17.965,15.47,37.872,15.438406,37.346685,3.1594,52.5315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEIR,MELWEST-10-141-001,-50.3475,113.616,0.00001,0.70297,29.7,0.512999,17.947,15.461,37.796,15.4364548,37.324923,2.45452,47.1077,,,,,,,,,,,,,,7.35,5.73,,,12.7,4.05,,,,,,,,,33.2,6.26,0.617,2.98,144,0.388,0.129,,
SEIR,MELWEST-10-096-001,-47.335,100.672,0.00001,0.70301,30.1,0.513001,18.133,15.483,37.923,15.4566172,37.549797,2.63828,37.3203,,,,,,,,,,,,,,7.36,5.77,,,12.2,3.81,,,,,,,,,31.2,6.57,0.646,2.79,147,0.433,0.155,,
SEIR,VEM0033-2-007-007,-49.033,124,0.001,0.703,30,0.513007,18.008,15.462,37.794,15.4430672,37.398672,1.89328,39.5328,,,,,,,,,,,,,,,,,,7.66,2.54,,,,,,,,,,,,1.28,148,,,,
SEIR,MELWEST-10-116-002,-48.8733,106.494,0.00001,0.70294,29.4,0.513007,18.233,15.487,38.175,15.4674572,37.670697,1.95428,50.4303,,,,,,,,,,,,,,,7.16,,,12.5,3.79,,,,,,,,,60.2,9.79,0.654,5.54,141,0.798,0.215,,
SEIR,MELWEST-10-116-015,-48.8733,106.494,0.00001,0.7029,29,0.513008,18.251,15.5,38.223,15.4694084,37.692459,3.05916,53.0541,,,,,,,,,,,,,,6.82,6.99,,,12.6,3.84,,,,,,,,,52.9,9.37,0.611,4.86,144,0.63,0.197,,
SEIR,DUF0037-004-001,-32.665,77.596,0.001,0.702982,29.82,0.51301,18,15.489,38.04,15.4422,37.389,4.68,65.1,,,,,,,,,,,,,,,3.12,10,,7.81,2.55,0.98,3.56,,4,,2.42,2.25,,,,,1.65,120,,,,
SEIR,MELWEST-10-081-001,-45.1743,95.59,0.00001,0.70305,30.5,0.513011,17.883,15.479,37.546,15.4295172,37.247547,4.94828,29.8453,,,,,,,,,,,,,,7.81,3.02,,,8.83,3,,,,,,,,,14.2,2.16,0.382,0.78,124,0.104,0.044,,
SEIR,MELWEST-10-144-004,-50.0078,115.212,0.00001,0.70315,31.5,0.513011,17.894,15.459,37.887,15.4307096,37.260846,2.82904,62.6154,,,,,,,,,,,,,,6.84,3.55,,,8.91,2.96,,,,,,,,,16,3.06,0.514,1.44,118,0.188,0.06,,
SEIR,MELWEST-10-117-001,-48.3497,107.145,0.00001,0.70289,28.9,0.513011,18.284,15.508,38.249,15.4729856,37.732356,3.50144,51.6644,,,,,,,,,,,,,,6.88,7.36,,,14.5,4.4,,,,,,,,,49.2,8.55,0.716,4.24,151,0.628,0.189,,
SEIR,MELWEST-10-078-002,-44.833,94.8328,0.00001,0.70312,31.2,0.513012,17.871,15.489,37.537,15.4282164,37.233039,6.07836,30.3961,,,,,,,,,,,,,,7.7,3.08,,,8.38,2.85,,,,,,,,,18.2,2.42,0.401,0.9,131,0.111,0.053,,
SEIR,MOA8801-030-006,-48.943,124.282,0.001,0.70295,29.5,0.513012,17.926,15.475,37.769,15.4341784,37.299534,4.08216,46.9466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEIR,MELWEST-10-138-036,-50.1879,112.857,0.00001,0.70298,29.8,0.513012,17.952,15.466,37.791,15.4369968,37.330968,2.90032,46.0032,,,,,,,,,,,,,,,4.27,,,9.26,3.01,,,,,,,,,25.4,4.32,0.48,1.93,127,0.304,0.084,,
SEIR,MELWEST-10-088-001,-47.076,96.8325,0.00001,0.70314,31.4,0.513015,17.841,15.481,37.786,15.4249644,37.196769,5.60356,58.9231,,,,,,,,,,,,,,9.38,1.99,,,6.53,2.41,,,,,,,,,5.2,1.12,0.28,0.4,75.1,0.086,0.024,,
SEIR,MELWEST-10-142-001,-49.8604,114.481,0.00001,0.70308,30.8,0.513015,17.935,15.479,37.938,15.435154,37.310415,4.3846,62.7585,,,,,,,,,,,,,,,4.15,,,10.3,3.41,,,,,,,,,18.2,3.62,0.534,1.7,130,0.214,0.069,,
SEIR,MELWEST-10-106-004,-47.878,103.353,0.001,0.7029,29,0.513015,18.114,15.477,37.922,15.4545576,37.526826,2.24424,39.5174,,,,,,,,,,,,,,7.12,3.17,,,7.31,2.38,,,,,,,,,16,3.25,0.41,1.25,123,0.164,0.061,,
SEIR,MELWEST-10-074-002,-43.4282,92.3333,0.00001,0.70314,31.4,0.513016,17.848,15.464,37.549,15.4257232,37.205232,3.82768,34.3768,,,,,,,,,,,,,,,4.49,,,11.8,3.76,,,,,,,,,27.4,3.69,0.608,1.48,152,0.214,0.072,,
SEIR,VEM0033-2-009-001,-49.808,119.175,0.001,0.702849,28.49,0.513017,18.0908,15.4886,38.0125,15.45204272,37.4987772,3.655728,51.37228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEIR,DUF0037-001-006,-26.917,72.242,0,0.703189,31.89,0.513018,17.666,15.437,37.67,15.4059944,36.985194,3.10056,68.4806,,,,,,,,,,,,,,,2.46,7.88,,6.56,2.24,0.87,3.08,,3.56,,2.2,1.95,,,,,2.03,154,,,,
SEIR,MELWEST-10-079-017,-45.106,95.4088,0.00001,0.70304,30.4,0.513018,17.875,15.477,37.523,15.42865,37.237875,4.835,28.5125,,,,,,,,,,,,,,,3.65,,,11.5,4,,,,,,,,,15.4,2.72,0.547,0.94,128,0.096,0.055,,
SEIR,MELWEST-10-082-035,-45.1845,95.6983,0.00001,0.70311,31.1,0.513018,17.926,15.479,37.55,15.4341784,37.299534,4.48216,25.0466,,,,,,,,,,,,,,7.75,3.13,,,9.24,3.12,,,,,,,,,15,2.51,0.395,0.93,110,0.067,0.051,,
SEIR,MELWEST-10-140-005,-50.3007,113.454,0.00001,0.70292,29.2,0.513018,18.017,15.45,37.81,15.4440428,37.409553,0.59572,40.0447,,,,,,,,,,,,,,7.26,5.54,,,13,4.13,,,,,,,,,26.1,5.36,0.596,2.43,137,0.355,0.122,,
SEIR,MELWEST-10-097-008,-47.1865,100.863,0.00001,0.70284,28.4,0.513018,18.088,15.466,37.874,15.4517392,37.495392,1.42608,37.8608,,,,,,,,,,,,,,,3.52,,,8.92,2.75,,,,,,,,,11.3,2.43,0.447,0.84,195,0.133,0.059,,
SEIR,MELWEST-10-092-001,-48.1005,98.9432,0.00001,0.70317,31.7,0.513019,17.891,15.486,37.578,15.4303844,37.257219,5.56156,32.0781,,,,,,,,,,,,,,7.82,3.08,,,8.47,2.9,,,,,,,,,21.2,3.13,0.493,1.53,122,0.144,0.069,,
SEIR,MELWEST-10-099-015,-47.59,101.223,0.00001,0.70293,29.3,0.51302,17.996,15.467,37.764,15.4417664,37.384164,2.52336,37.9836,,,,,,,,,,,,,,,4,,,10,3.3,,,,,,,,,16.4,3.58,0.608,1.4,132,0.22,0.087,,
SEIR,MELWEST-10-070-032,-42.568,90.204,0.001,0.70302,30.2,0.513021,17.91,15.474,37.646,15.432444,37.28019,4.1556,36.581,,,,,,,,,,,,,,8.61,3.46,,,10.6,3.58,,,,,,,,,11.4,2.55,0.542,0.79,118,0.108,0.057,,
SEIR,MELWEST-10-102-001,-47.8763,102.14,0.00001,0.70293,29.3,0.513021,17.989,15.475,37.77,15.4410076,37.375701,3.39924,39.4299,,,,,,,,,,,,,,,2.89,,,8.34,2.85,,,,,,,,,11.7,2.45,0.406,1,112,0.131,0.055,,
SEIR,MELWEST-10-125-001,-49.45,109.105,0.001,0.70285,28.5,0.513023,18.128,15.475,38.047,15.4560752,37.543752,1.89248,50.3248,,,,,,,,,,,,,,6.68,3,,,7.96,2.64,,,,,,,,,10.4,2.43,0.37,0.93,118,0.109,0.049,,
SEIR,MELWEST-10-108-003,-47.972,103.571,0.00001,0.70293,29.3,0.513024,18.103,15.482,37.936,15.4533652,37.513527,2.86348,42.2473,,,,,,,,,,,,,,,3.51,,,7.85,2.66,,,,,,,,,16.4,3.05,0.361,1.23,116,0.221,0.078,,
SEIR,MOA8801-018-004,-50.042,126.742,0.001,0.70305,30.5,0.513025,17.903,15.459,37.742,15.4316852,37.271727,2.73148,47.0273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEIR,CHRRODR-2-002-001,-25.61,69.94,0.01,0.70305,30.5,0.513027,17.477,15.455,37.47,15.3855068,36.756693,6.94932,71.3307,,,,,,,,,,,,,,,2.36,8.09,,7.11,2.37,0.855,3.33,,3.56,,2.17,1.96,,,,,1,98,,,,
SEIR,MELWEST-10-110-004,-48.1037,103.931,0.00001,0.70286,28.6,0.513028,18.062,15.466,37.844,15.4489208,37.463958,1.70792,38.0042,,,,,,,,,,,,,,7.25,2.69,,,7.52,2.65,,,,,,,,,9.6,2.12,0.324,0.78,95.8,0.132,0.045,,
SEIR,MELWEST-10-072-002,-43.4172,91.2892,0.00001,0.70298,29.8,0.513029,17.97,15.464,37.661,15.438948,37.35273,2.5052,30.827,,,,,,,,,,,,,,8.21,1.85,,,6.6,2.37,,,,,,,,,5.5,1.03,0.26,0.32,87.8,0.063,0.021,,
SEIR,MELWEST-10-073-008,-43.4683,91.684,0.00001,0.70302,30.2,0.513032,17.868,15.485,37.569,15.4278912,37.229412,5.71088,33.9588,,,,,,,,,,,,,,8.24,4.06,,,12.1,4.27,,,,,,,,,17.5,2.7,0.584,0.95,119,0.14,0.064,,
SEIR,CHRHYAM-001-005,-40.34,78.65,0.01,0.70343,34.3,0.513032,18.02,15.518,37.985,15.444368,37.41318,7.3632,57.182,,,,,,,,,,,,,,,,,,5.85,2.06,,,,,,,,,,,,1.66,91.5,,,,
SEIR,AAR2011-RC16,-60.2184,151.835,0.00001,0.702841,28.41,0.513033,19.1449,15.5588,38.8283,15.56630716,38.7731841,-0.750716,5.51159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEIR,MELWEST-10-138-001,-50.1879,112.857,0.00001,0.70289,28.9,0.513035,17.968,15.443,37.722,15.4387312,37.350312,0.42688,37.1688,,,,,,,,,,,,,,7.28,5.78,,,16,5.24,,,,,,,,,21.5,5.21,0.662,2.19,115,0.322,0.114,,
SEIR,MELWEST-10-084-007,-45.1105,95.9322,0.00001,0.70308,30.8,0.513036,17.754,15.463,37.498,15.4155336,37.091586,4.74664,40.6414,,,,,,,,,,,,,,8.08,3.41,,,9.69,3.26,,,,,,,,,13.6,2.74,0.467,0.96,152,0.125,0.057,,
SEIR,MELWEST-10-132-001,-50.2115,111.783,0.00001,0.70287,28.7,0.513036,17.972,15.478,37.829,15.4391648,37.355148,3.88352,47.3852,,,,,,,,,,,,,,,4.38,,,10.7,3.29,,,,,,,,,22.2,3.61,0.561,2.08,168,0.245,0.075,,
SEIR,VEM0033-2-009-002,-49.808,119.175,0.001,0.70293,29.3,0.513036,18.248,15.489,38.003,15.4690832,37.688832,1.99168,31.4168,,,,,,,,,,,,,,,,,,9.06,3.08,,,,,,,,,,,,1.19,124,,,,
SEIR,VEM0033-2-007-003,-49.033,124,0.001,0.7029,29,0.513037,18.057,15.439,37.858,15.4483788,37.457913,-0.93788,40.0087,,,,,,,,,,,,,,,,,,14.48,4.29,,,,,,,,,,,,3.92,179,,,,
SEIR,MELWEST-10-065-009,-43.0822,91.0947,0.00001,0.70302,30.2,0.513038,17.868,15.48,37.564,15.4278912,37.229412,5.21088,33.4588,,,,,,,,,,,,,,8.35,3.62,,,10.9,3.74,,,,,,,,,19,2.93,0.445,1.28,115,0.154,0.073,,
SEIR,MOA8801-005-001,-48.68,126.52,0.001,0.70284,28.4,0.513038,18.226,15.465,37.956,15.4666984,37.662234,-0.16984,29.3766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEIR,MELWEST-10-103-004,-48.0187,102.54,0.00001,0.70291,29.1,0.513039,17.951,15.465,37.719,15.4368884,37.329759,2.81116,38.9241,,,,,,,,,,,,,,7.18,2.38,,,6.81,2.36,,,,,,,,,10.3,2.05,0.336,0.92,106,0.102,0.045,,
SEIR,MELWEST-10-071-001,-42.8863,90.7952,0.00001,0.70293,29.3,0.51304,17.863,15.479,37.456,15.4273492,37.223367,5.16508,23.2633,,,,,,,,,,,,,,8.02,3.26,,,9.45,3.3,,,,,,,,,19.1,2.3,0.448,0.84,139,0.112,0.039,,
SEIR,MELWEST-10-134-001,-50.296,112.49,0.00001,0.70285,28.5,0.51304,17.964,15.454,37.819,15.4382976,37.345476,1.57024,47.3524,,,,,,,,,,,,,,7.2,3.28,,,9.16,3.13,,,,,,,,,16.5,2.56,0.364,1.57,97.6,0.186,0.056,,
SEIR,VEM0033-2-011-006,-49.858,118,0.001,0.70284,28.4,0.513041,17.944,15.409,37.743,15.4361296,37.321296,-2.71296,42.1704,,,,,,,,,,,,,,,,,,7.49,2.54,,,,,,,,,,,,0.75,148,,,,
SEIR,MELWEST-10-124-001,-49.0252,108.514,0.00001,0.70273,27.3,0.513041,18.011,15.459,37.845,15.4433924,37.402299,1.56076,44.2701,,,,,,,,,,,,,,6.83,1.98,,,6.38,2.33,,,,,,,,,3.6,1.1,0.288,0.32,92,0.025,0.019,,
SEIR,DUF0037-002-001,-29.7,75.191,0,0.702931,29.31,0.513044,17.817,15.447,37.75,15.4223628,37.167753,2.46372,58.2247,,,,,,,,,,,,,,,3.03,9.4,,8.5,2.87,1.075,3.91,,4.57,,2.85,2.63,,,,,1.55,170,,,,
SEIR,MELWEST-10-136-015,-50.3231,112.686,0.00001,0.70283,28.3,0.513044,17.95,15.466,37.821,15.43678,37.32855,2.922,49.245,,,,,,,,,,,,,,,3.55,,,9.94,3.4,,,,,,,,,15.3,2.94,0.425,1.57,108,0.185,0.063,,
SEIR,CHRRODR-2-003-001,-25.66,70.054,0.01,0.703149,31.49,0.513047,17.44,15.443,37.4,15.381496,36.71196,6.1504,68.804,,,,,,,,,,,,,,,2.52,7.98,,7.03,2.36,0.895,3.3,,3.73,,2.31,2.12,,,,,1.16,112,,,,
SEIR,DUF0023-002-001,-26.521,71.925,0.01,0.70308,30.8,0.513047,17.62,15.443,37.57,15.401008,36.92958,4.1992,64.042,,,,,,,,,,,,,,,2.26,6.72,,6.33,2.26,0.86,3.22,,3.85,,2.39,2.2,,,,,1.34,93,,,,
SEIR,MELWEST-10-105-001,-47.765,103.038,0.00001,0.7029,29,0.513047,17.987,15.48,37.802,15.4407908,37.373283,3.92092,42.8717,,,,,,,,,,,,,,,4.74,,,10.6,3.32,,,,,,,,,18.1,4.02,0.609,1.5,165,0.236,0.086,,
SEIR,CHRRODR-3-003-001,-25.57,70.026,0,0.703113,31.13,0.513048,17.488,15.455,37.5,15.3866992,36.769992,6.83008,73.0008,,,,,,,,,,,,,,,2.92,8.2,,6.85,2.26,0.82,3.02,,3.5,,2.15,1.94,,,,,1.64,119,,,,
SEIR,MOA8801-026-001,-48.943,124.282,0.001,0.70276,27.6,0.513048,17.894,15.452,37.626,15.4307096,37.260846,2.12904,36.5154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEIR,MOA8801-007-001,-49.227,127.657,0.001,0.702602,26.02,0.513048,18.633,15.496,38.22,15.5108172,38.154297,-1.48172,6.5703,50.14,1.89,14.17,,,,10.18,0.17,7.32,11.64,2.52,0.09,0.14,,3.85,12.8,,15.9,4.35,1.45,,1.1,,,,4.7,0.63,6,,,22,98,0.08,,41,133
SEIR,MOA8801-006-002,-48.765,126.883,0.001,0.70268,26.8,0.51305,18.398,15.477,38.005,15.4853432,37.870182,-0.83432,13.4818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEIR,VEM0033-1-001,-50.408,131.005,0.001,0.70261,26.1,0.51305,18.75,15.49,38.19,15.5235,38.29575,-3.35,-10.575,50.9,2.12,15.25,,,,10.02,0.16,8.02,10.27,2.89,0.22,,,,,,15.9,4.77,,,,,,,,,,,0.681,2.11,180,,0.134,,
SEIR,VEM0033-1-001-G,-50.408,131.005,0.001,0.70261,26.1,0.51305,18.75,15.49,38.19,15.5235,38.29575,-3.35,-10.575,,,,,,,,,,,,,,,,,,15.9,4.77,,,,,,,,,,,0.681,2.11,180,,0.134,,
SEIR,MELWEST-10-113-007,-48.7517,105.224,0.00001,0.70274,27.4,0.513052,18.144,15.467,37.936,15.4578096,37.563096,0.91904,37.2904,,,,,,,,,,,,,,6.82,3.94,,,9.95,3.27,,,,,,,,,19.6,3.85,0.429,1.66,114,0.218,0.074,,
SEIR,DUF0037-003-001,-26.92,72.24,0.01,0.70305,30.5,0.513053,17.635,15.457,37.493,15.402634,36.947715,5.4366,54.5285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEIR,DUF0037-004-001,-32.665,77.596,0.001,0.703,30,0.513053,17.854,15.429,37.728,15.4263736,37.212486,0.26264,51.5514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEIR,MOA8801-017-026,-50.222,127.417,0.001,0.70254,25.4,0.513054,18.63,15.475,38.099,15.510492,38.15067,-3.5492,-5.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEIR,MELWEST-10-135-008,-50.3073,112.595,0.00001,0.70281,28.1,0.513055,17.931,15.455,37.785,15.4347204,37.305579,2.02796,47.9421,,,,,,,,,,,,,,7.2,3.8,,,10.9,3.73,,,,,,,,,16.8,3.08,0.464,1.74,104,0.206,0.056,,
SEIR,MELWEST-10-130-001,-49.7813,111.134,0.00001,0.70274,27.4,0.513057,18.064,15.468,37.964,15.4491376,37.466376,1.88624,49.7624,,,,,,,,,,,,,,7.3,2.9,,,8.77,2.95,,,,,,,,,9.5,1.8,0.478,0.85,133,0.092,0.042,,
SEIR,VEM0033-1-002-019,-50.267,132.55,0.001,0.70261,26.1,0.513058,18.911,15.514,38.319,15.5409524,38.490399,-2.69524,-17.1399,,,,,,,,,,,,,,,,,,13.15,4.55,,,,,,,,,,,,0.5,115,,,,
SEIR,DUF0023-003-001,-25.385,70.064,0.001,0.703135,31.35,0.513059,17.334,15.46,37.36,15.3700056,36.583806,8.99944,77.6194,,,,,,,,,,,,,,,0.753,3.05,,4.02,1.67,0.68,2.56,,3.18,,2,1.86,,,,,0.11,57,,,,
SEIR,CHRHYAM-009-008,-30.33,75.76,0.01,0.70288,28.8,0.513059,17.961,15.487,37.794,15.4379724,37.341849,4.90276,45.2151,,,,,,,,,,,,,,,,,,9.43,3.19,,,,,,,,,,,,1.03,127.2,,,,
SEIR,MELWEST-10-077-007,-44.1167,93.773,0.00001,0.70292,29.2,0.51306,17.793,15.465,37.443,15.4197612,37.138737,4.52388,30.4263,,,,,,,,,,,,,,8.34,4.17,,,12.7,4.36,,,,,,,,,14.1,2.78,0.552,0.95,106,0.177,0.068,,
SEIR,AII0093-6-011-016,-24.675,70.045,0.001,0.70322,32.2,0.51306,17.884,15.563,37.838,15.4296256,37.248756,13.33744,58.9244,51.43,1.5,14.83,,,,9.25,0.19,7.66,11.09,3.09,0.14,,,,,,,,,,,,,,,,15.6,,,1.3,125,,,,
SEIR,MOA8801-016-012,-50.163,127.577,0.001,0.70258,25.8,0.513064,18.798,15.504,38.291,15.5287032,38.353782,-2.47032,-6.2782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEIR,CHRHYAM-007-002,-31.26,76.5,0.01,0.70283,28.3,0.513065,17.884,15.467,37.726,15.4296256,37.248756,3.73744,47.7244,,,,,,,,,,,,,,,,,,8.25,2.75,,,,,,,,,,,,1.29,133.7,,,,
SEIR,MOA8801-020-001,-49.522,127.593,0.001,0.70259,25.9,0.513067,18.609,15.49,38.18,15.5082156,38.125281,-1.82156,5.4719,50.87,2.03,14.53,,,,10.41,0.17,7.25,10.61,2.79,0.11,0.22,,4.82,12.5,,12.9,5.08,1.57,,1.15,,,,4.76,0.76,7,,,15,110,0.07,,42,145
SEIR,AII0093-6-010-003,-24.98,70.012,0.001,0.70304,30.4,0.51307,17.307,15.531,37.214,15.3670788,36.551163,16.39212,66.2837,52.17,1.35,14.91,,,,9.09,0.18,8.17,11.24,2.73,0.09,,,,,,,,,,,,,,,,8.49,,,0.701,98.8,,,,
SEIR,MELWEST-10-133-001,-50.3163,112.316,0.00001,0.70271,27.1,0.513071,17.813,15.443,37.594,15.4219292,37.162917,2.10708,43.1083,,,,,,,,,,,,,,,3.07,,,9.19,3.12,,,,,,,,,12.2,2.01,0.435,1.21,129,0.142,0.048,,
SEIR,AII0093-5-005,-24.98,69.99,0.01,0.70303,30.3,0.513072,17.315,15.443,37.251,15.367946,36.560835,7.5054,69.0165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEIR,CHRHYAM-009-007,-30.33,75.76,0.01,0.70287,28.7,0.513073,17.927,15.484,37.764,15.4342868,37.300743,4.97132,46.3257,,,,,,,,,,,,,,,,,,9.4,3.18,,,,,,,,,,,,0.99,128.5,,,,
SEIR,VEM0033-1-003-004,-50.417,135.09,0.001,0.70257,25.7,0.513074,18.998,15.613,38.468,15.5503832,38.595582,6.26168,-12.7582,,,,,,,,,,,,,,,,,,12.2,3.8,,,,,,,,,,,,0.59,178,,,,
